00000096.jpg,405.43655,64.6233,-69.390884,412.24384,52.533833,-38.285187,416.2026,52.084167,-38.25692,420.73764,51.808468,-38.36086,396.84427,53.632866,-38.501633,391.46167,54.202694,-38.53413,386.58316,54.855476,-38.480736,426.9948,57.043972,99.24615,381.1887,61.285446,100.283554,414.18744,77.78954,-20.25063,396.56696,79.21278,-20.35285,471.0156,147.9978,146.08195,343.6694,153.4172,117.57567,516.849,223.05013,51.708378,298.3411,225.06918,10.268179,420.52606,211.62828,-29.331545,397.88055,212.32877,-55.574608,410.06985,193.5325,-53.263603,413.46255,194.37802,-77.67544,410.33047,190.07266,-24.939941,411.49277,191.70953,-59.77856,411.86682,194.93568,-18.05232,408.15268,196.92175,-47.35224,449.912,317.76318,4.9636893,368.11044,317.41455,-5.0528746,573.1588,373.74814,-230.72017,245.48798,380.5841,-200.46477,558.6771,496.02588,72.837654,256.26718,503.23535,77.24214,542.94403,513.6723,99.9256,270.6664,521.692,101.451454,615.29504,527.61786,2.5023496,200.23456,532.9438,-1.028655
00000097.jpg,262.25726,73.75125,-72.052536,268.00497,68.343704,-67.26146,270.67853,68.21529,-67.22795,273.41293,68.10676,-67.19343,263.1118,67.84919,-54.46733,262.2403,67.461266,-54.487003,261.35788,67.11596,-54.507034,281.546,71.50278,-34.643208,267.17114,69.728966,22.219873,267.67203,81.971535,-60.383617,262.66223,80.37542,-44.238018,304.76538,108.47803,-41.713642,256.49646,112.49818,54.429577,298.3928,157.31154,-110.926346,222.75317,159.79547,-44.483807,257.91064,129.575,-163.73238,248.46286,130.47269,-177.60129,250.3181,119.579605,-182.05873,248.44437,117.7168,-197.81145,253.61438,116.761604,-171.4579,251.6206,115.45335,-182.80518,256.46182,119.80202,-159.78783,253.6106,120.2505,-174.36281,313.67813,195.48659,-26.515013,276.79193,195.94643,26.369547,355.48532,210.14456,-243.94841,213.21574,203.9293,-114.00494,362.1106,294.9435,-180.53966,229.54831,274.62524,-24.237392,353.33627,306.59927,-177.126,238.71265,286.20978,-16.991076,380.31445,319.7523,-262.9998,202.22798,288.33545,-68.1963
00000100.jpg,464.0437,380.22992,-112.047424,450.4651,372.24188,-89.41673,448.86774,372.59512,-89.45614,446.71967,373.20636,-89.55526,448.9823,374.0938,-127.90556,446.40714,375.6642,-128.00664,443.28342,377.47476,-128.10988,428.21484,392.00574,27.091084,424.62994,395.8455,-145.32393,466.3415,395.62476,-65.1949,464.27856,399.10458,-115.33691,492.4272,440.71722,78.04329,395.59546,527.5564,-94.4515,519.8956,539.3928,191.11136,392.08838,631.6823,-8.2276745,539.7053,602.025,195.76816,439.87338,691.8731,86.22174,559.4624,622.0379,194.11263,451.3399,709.1398,91.408844,555.7487,620.19763,162.93143,460.86945,701.2506,70.20197,549.60114,616.9391,180.93861,459.9454,693.4425,83.73533,594.5354,642.2628,3.7108877,514.9429,659.1236,-3.6381617,756.0392,684.27875,-168.24165,351.91946,679.6927,-173.41693,734.7943,838.5823,-4.962668,354.64246,839.24207,-5.043859,719.80975,861.34973,6.741044,374.5039,861.44794,5.6290097,791.97266,881.9691,-98.76283,297.32407,877.4831,-83.51136
00000101.jpg,865.46576,153.22147,-233.5413,883.6664,121.59576,-170.83266,895.0436,121.53073,-170.82127,905.39545,121.70414,-171.08318,843.17035,122.535576,-156.94151,829.2365,123.43009,-156.94635,817.94867,124.597755,-156.82681,924.1287,134.49986,114.59148,806.0311,138.22188,182.04222,886.746,185.4223,-135.05269,845.08844,184.35648,-117.25986,1009.56683,320.6474,210.96368,728.4475,324.8889,331.68375,1158.7147,501.99948,-139.11298,577.2676,472.09555,33.02469,1163.2542,302.85248,-530.4194,562.22943,282.28348,-435.91092,1154.8894,242.68143,-587.22546,571.3253,230.16548,-498.04086,1141.8042,230.42073,-541.0631,585.4663,218.47859,-458.27393,1136.8053,246.49297,-516.1912,589.0834,237.88773,-430.44012,958.0127,670.42865,-30.085608,792.8708,666.8584,29.805546,1215.2798,719.85596,-777.3501,513.77985,701.7865,-613.7253,1142.241,990.75775,-166.81142,633.45465,955.396,-60.201828,1111.2714,1027.9075,-110.03446,676.2631,1000.2074,-6.9739223,1233.6868,1077.3276,-329.36224,513.5989,1030.1141,-202.49129
00000102.jpg,377.2598,124.53547,-351.76584,383.6399,116.39925,-329.98712,386.90964,116.20567,-329.94754,389.4963,116.02431,-330.0487,372.69568,116.53635,-328.80176,369.37268,116.428024,-328.88974,366.0883,116.53858,-328.87512,395.2717,118.724686,-219.72154,361.85233,119.52821,-211.64108,384.95023,132.88445,-312.63156,371.19183,132.66367,-310.33188,427.42178,167.34305,-147.42111,332.22778,169.74336,-142.42868,494.338,170.85779,-205.73264,265.6927,175.44887,-185.46573,513.1158,113.021736,-297.7352,249.7754,120.486046,-280.99805,521.54425,97.99802,-323.4544,242.8092,104.53748,-309.21292,516.7801,95.777084,-321.50836,248.02774,100.69452,-308.22137,512.2889,99.75275,-302.00073,251.76614,105.930756,-285.04907,408.19345,283.86703,-6.82781,349.03973,282.58817,6.6921906,500.31757,296.6598,-205.37001,267.908,298.98285,-215.71527,500.53433,397.2952,-36.93048,245.94133,392.2854,-47.333755,490.31284,414.57492,-25.361383,253.64883,410.84344,-34.586273,537.7359,423.20963,-118.61428,206.55368,418.6108,-125.19039
00000103.png,433.21783,308.83276,-212.40198,450.71432,289.43878,-193.73848,460.37552,289.15744,-193.70496,470.66068,288.9504,-193.75269,434.0926,289.26236,-160.63432,431.33447,288.97504,-160.70393,429.12,288.5815,-160.6912,497.0714,298.69272,-56.241592,444.52954,297.3912,96.05655,454.12726,335.56946,-160.08136,434.489,333.2136,-116.86926,572.4184,433.19077,-42.08001,398.86758,452.29367,232.70389,553.3984,600.0169,-152.30057,305.47083,589.5662,57.5043,414.67444,561.0278,-230.46405,402.64218,562.3605,-287.59515,394.509,536.8948,-270.43842,419.86847,535.02625,-347.95078,403.3454,528.0186,-259.0003,424.4234,524.88965,-326.0918,409.42883,532.0436,-220.79391,422.04703,530.4627,-285.3691,535.9888,746.0596,-93.5037,416.73193,742.41003,93.494255,578.0558,807.62866,-777.4405,196.30817,787.935,-280.84363,544.4991,1084.8832,-595.63745,188.127,1024.4337,-50.584545,523.27246,1121.3715,-584.32104,210.76405,1064.5309,-35.6359,587.6403,1152.6627,-843.01013,91.61374,1064.4034,-229.2196
00000104.jpeg,225.63185,170.31245,-169.70088,228.21489,164.1108,-150.4189,230.08984,163.90219,-150.39656,232.1631,163.81656,-150.45654,221.43529,164.64891,-151.7684,218.62852,164.78717,-151.8009,216.24997,164.96227,-151.78365,234.33086,166.60304,-63.444958,211.38768,167.76814,-68.59209,229.52701,177.04224,-139.7549,221.1307,177.3187,-141.46799,257.4508,205.21631,-10.48181,189.47174,206.34007,-26.722683,305.376,211.45596,-37.925034,141.60715,210.56273,-66.29576,315.12747,167.97495,-110.0834,134.56523,166.52298,-142.79747,317.26312,156.87779,-124.87335,131.66524,155.1118,-162.62166,312.84628,155.84377,-120.91991,137.18805,153.26909,-156.26118,310.84195,160.17531,-111.44383,140.10616,157.36317,-143.64923,245.9399,295.89474,-1.1506808,205.17114,294.48462,1.0848784,309.7384,313.99683,-161.28986,139.71822,309.96216,-150.55045,313.59238,377.08557,-12.366509,135.86865,377.56497,-11.016857,307.5604,388.1328,-0.5224692,143.64409,387.38214,0.73959917,338.88373,395.29813,-64.30693,111.77675,395.03036,-54.886745
00000105.jpg,646.7406,186.75124,-260.8473,659.09546,170.94662,-211.4151,664.87506,170.97531,-211.45747,671.3348,171.16951,-211.52687,637.66925,171.29164,-209.78719,630.05396,171.67499,-209.82265,623.97797,172.02817,-209.8164,683.8946,177.9581,14.908935,616.74286,181.68776,24.821821,661.7734,205.935,-180.41393,635.00134,205.29077,-178.18074,741.5752,289.34564,75.56674,568.30853,286.91,84.37563,799.663,412.91663,-201.69292,506.33502,399.09933,-188.32881,673.94434,379.9285,-535.8889,624.8505,383.73093,-495.00635,654.51154,342.09894,-611.3342,644.58527,347.117,-567.4496,653.8558,339.54013,-568.64417,643.0856,342.97287,-536.03577,658.8425,353.57776,-525.0135,641.1444,355.76605,-487.63223,718.0886,524.1671,-9.53977,604.40314,526.3056,9.453984,875.36597,609.3413,-391.1292,442.46628,611.55023,-394.88904,900.9161,810.68353,-88.15295,401.2702,808.4491,-86.415924,883.68024,845.9078,-66.60692,418.4621,842.22424,-63.969437,988.53314,844.02356,-268.4075,310.2503,845.90424,-263.00854
00000106.jpg,289.28357,101.9177,-133.04526,292.54358,96.58233,-116.79271,294.80234,96.450485,-116.76063,296.2877,96.445724,-116.81191,286.3214,96.66935,-116.30258,283.96088,96.706665,-116.32945,281.91507,96.824295,-116.29573,299.07123,98.70357,-42.866226,278.04788,99.77579,-39.552704,293.4974,107.63028,-107.61317,285.39377,108.54113,-106.786644,318.63168,132.25346,-2.7999496,260.32812,134.38878,-4.693609,363.6361,126.81096,-24.4905,212.25468,130.45671,-28.241182,367.92847,88.06673,-68.573654,200.93109,92.87247,-85.58583,370.1514,76.98246,-83.46272,197.64864,82.63261,-105.07599,366.75522,76.1484,-79.00016,200.38158,81.19406,-103.106606,364.96735,80.09636,-70.15245,202.38713,84.64153,-88.76111,306.8163,218.02455,-5.637766,268.8313,216.89125,5.625555,370.07175,240.57674,-112.374405,206.16081,239.21373,-103.31139,377.53952,306.00122,-11.0159645,198.46347,304.20126,-2.696762,371.26935,317.7988,-4.0786324,204.02773,315.568,4.7411065,403.74902,319.1294,-65.555534,169.23607,315.24344,-47.921154
00000107.jpg,171.34656,37.49765,-133.55539,170.47879,31.450172,-114.77437,171.12724,31.36367,-114.7249,171.80963,31.23982,-114.760315,166.88509,31.303007,-128.13474,164.51149,31.198385,-128.1946,161.93573,31.183329,-128.19044,167.82419,32.777912,-29.45438,152.96489,33.957745,-91.17258,172.32773,44.00627,-102.98317,167.4421,44.090633,-121.17633,181.98523,70.503716,40.518917,132.39616,72.99043,-105.920296,217.18636,81.79056,150.4837,101.28502,82.622116,-256.82834,240.21927,55.020187,252.27342,82.66148,50.144325,-406.53607,248.25177,46.822113,276.80978,73.417435,37.76839,-436.12198,245.74828,44.803715,267.11078,75.13764,34.86783,-434.4185,242.73257,48.11044,250.44772,79.47007,39.95779,-411.3234,165.59248,154.13847,35.88026,134.2991,153.71349,-36.002163,220.39957,172.89526,-105.93053,94.83819,178.90051,-232.21483,210.99835,237.73813,-31.21165,91.71867,251.25577,-154.35812,202.12622,249.26457,-27.875359,98.811226,261.38525,-149.42947,238.5399,249.91302,-87.30595,68.85817,266.74756,-223.64862
00000108.jpg,286.56042,49.26072,-148.66821,290.18176,40.144917,-125.80915,292.3726,40.149635,-125.91241,295.056,40.2786,-126.02438,280.38907,40.053288,-131.55034,276.22418,40.103302,-131.5808,272.4126,40.263386,-131.53864,297.11673,44.5588,-10.335291,265.63614,44.6326,-35.856976,290.10095,59.214897,-106.4376,278.15262,59.05011,-113.93026,320.77557,106.017975,51.0139,232.65686,103.011406,23.064983,340.88895,173.90213,81.16853,212.54538,169.4797,56.254375,394.84296,207.64377,3.979297,168.64984,205.92542,-26.680769,411.89883,216.83975,-13.054203,152.55742,214.4112,-46.86777,414.30624,214.02553,-47.94104,149.66971,208.87082,-87.32681,408.0367,211.04079,-12.948443,156.35204,206.2782,-45.064545,297.3074,222.08688,9.155967,242.14638,219.63512,-9.071735,397.74033,229.53662,-193.32463,170.79677,232.8503,-295.38245,385.10193,334.8339,-90.30049,163.71579,337.8951,-171.00604,373.1422,346.58188,-84.38465,169.72884,349.02356,-161.62062,399.503,376.22314,-187.98204,151.98808,371.09943,-271.8409
00000111.jpg,579.1903,199.45953,-54.953644,570.05505,193.05782,-39.618774,568.76917,193.17644,-39.698437,567.37476,193.37921,-39.794823,569.22675,193.91623,-64.579056,567.5892,194.52527,-64.64313,565.8143,195.24127,-64.70929,556.36066,201.48003,32.194027,554.2172,203.99965,-78.20722,579.855,208.34558,-26.482367,578.49786,209.23744,-58.630356,594.05505,233.37383,62.575233,531.6397,277.97363,-46.025864,605.67267,286.04413,130.76585,530.46265,332.5426,1.9309725,626.5744,332.2645,135.85513,522.07043,382.6189,49.63704,632.9332,341.30188,136.4448,515.69507,393.25043,49.7252,632.0289,342.58447,115.070854,517.36957,392.63712,30.763834,627.1933,341.0487,125.58268,521.63416,388.50336,44.31043,648.1002,357.8515,0.24545224,594.84033,366.5008,-0.15892603,748.6492,373.03372,-122.035126,500.25452,373.72318,-166.23218,761.4009,475.44153,-49.62543,507.21387,473.58508,-77.95157,752.777,494.44238,-46.665226,517.0207,488.75754,-72.58387,797.732,497.33237,-123.92288,471.57947,492.22433,-140.99677
00000112.jpg,197.9992,89.07324,-89.528305,198.97563,84.28429,-80.986984,200.16891,84.38123,-80.99482,201.60715,84.49515,-81.077286,196.07092,84.504616,-80.11486,195.23586,84.80818,-80.14404,194.32248,85.077194,-80.193985,203.39339,90.73102,-40.58415,189.92384,89.085205,-35.438404,200.65651,95.692764,-75.55478,195.73138,95.70922,-74.14467,226.7603,133.55817,-15.96595,164.62692,132.16919,-17.123137,286.65543,136.17464,-71.00034,102.68126,141.12321,-44.360363,292.70044,82.99042,-117.87762,101.38824,90.73864,-78.85962,292.49203,69.20059,-129.45938,99.26595,74.640274,-89.38897,285.71005,68.2534,-120.78861,106.45317,72.49594,-88.08104,284.38483,74.443146,-117.24946,110.800705,77.78827,-80.5384,215.68283,231.57524,-5.1616526,178.96686,235.19957,5.1337466,288.60468,257.00058,-94.5361,109.07008,261.74765,-103.646194,287.0276,332.3271,28.75005,113.034676,331.9246,36.823242,275.57513,344.7494,38.70382,122.280075,344.04727,48.522354,323.9457,345.34314,-14.493855,78.602066,347.29617,-1.6872339
00000113.jpg,751.4419,496.13156,-1090.6628,758.1135,484.93927,-1067.1405,762.5456,484.71637,-1067.0907,766.03064,484.08414,-1067.112,744.0666,484.10303,-1071.2794,739.54486,483.45535,-1071.427,735.77814,482.9056,-1071.595,772.90704,479.1493,-870.67444,728.4441,478.77145,-894.1467,758.23553,505.8664,-1011.4967,742.9846,505.47314,-1018.5844,802.75244,503.878,-657.2346,700.907,501.955,-704.6065,758.6173,606.6007,-733.0464,739.2358,602.9401,-820.89966,705.9871,665.7158,-854.91583,788.1029,664.66846,-913.7046,698.72205,682.735,-911.68005,797.1805,682.01074,-980.9178,690.2183,679.05554,-915.05664,806.0668,681.20703,-975.2522,692.4226,672.84045,-858.6966,803.1481,676.0545,-914.38153,780.24744,525.7663,2.2158263,714.4938,528.0521,-2.3038394,884.74335,522.1683,-394.83597,604.602,516.6423,-353.20874,905.08997,643.8406,-64.82719,588.4581,643.3076,1.2262166,900.7709,655.74384,-35.40079,593.63446,651.86523,31.620712,917.81805,684.60376,-194.19446,577.36865,685.5895,-117.40862
00000114.jpg,343.82388,129.72261,-447.4781,349.26263,120.05265,-422.83414,352.54288,119.72026,-422.8711,355.86032,119.483955,-423.02515,337.89536,121.05096,-424.856,334.08154,121.197136,-424.94656,330.4551,121.32896,-424.88885,361.6813,124.30075,-278.3566,323.49994,127.01564,-284.86832,351.44043,140.07419,-394.38165,336.32394,140.61586,-396.12634,398.12186,180.21054,-183.13777,287.07883,179.86035,-187.40541,468.07413,192.71564,-211.029,210.45868,188.99619,-199.73416,543.28864,176.90004,-324.84753,132.7428,178.7288,-321.76358,563.19104,172.1243,-352.7304,111.50749,170.91666,-346.49564,563.7976,169.54253,-387.51373,109.99078,166.83797,-387.82782,555.5759,172.24904,-345.4314,117.47596,169.33997,-344.54935,368.67096,325.21225,-5.695493,297.3069,322.36508,5.625983,464.50897,368.4158,-262.25534,203.9917,373.05017,-227.18459,450.16736,483.67734,-63.692543,205.59105,483.92056,-35.10116,437.1112,497.1275,-51.70878,216.26875,500.92627,-22.86306,488.14557,510.9035,-177.01364,158.69275,507.92746,-141.9441
